ParticipantNumber,TryNumber,Workload,simulationDateTime,Counter,CursorX,CursorY,CursorState,LeftEyeX,LeftEyeY,LeftEyeZ,LeftEyePupilDiamet,LeftEyePupilValid,RightEyeX,RightEyeY,RightEyeZ,RightEyePupilDiame,RightEyePupilValid,FixedPogX,FixedPogY,FixedPogStart,FixedPogDuration,FixedPogId,FixedPogValid,LeftPogX,LeftPogY,LeftPogValid,RightPogX,RightPogY,RightPogValid,BestPogX,BestPogY,BestPogValid,LeftPupilX,LeftPupilY,LeftPupilDiameter,LeftPupilScale,LeftPupilValid,RightPupilX,RightPupilY,RightPupilDiameter,RightPupilScale,RightPupilValid,MarkerX,MarkerY,MarkerScale,MarkerValid,SystemTime,Time,TimeTick,UserData
1.0,F,Familiarization,D20200206T1130,185444.0,922.7264,1184.0688,0.0,-92.416,-98.712,0.67803,4.83,1.0,74.4704,-108.072,0.68069,5.42,1.0,1390.0031999999999,662.8032000000001,1258.434,0.13391,4492.0,1.0,1445.12,676.3392,1.0,1362.7903999999999,658.3679999999999,1.0,1403.9552,667.3535999999999,1.0,504703.2899174399,364302.92132351996,4.2209515836,1.22479,1.0,857494.30616064,377487.95171327994,5.2288413552,1.22479,1.0,0.51242,0.7726,0.21366,1.0,30:41.5,1258.568,19304170876.0,
1.0,F,Familiarization,D20200206T1130,185445.0,922.3935999999999,1182.9888,0.0,-92.416,-98.712,0.67803,4.8500000000000005,1.0,74.4704,-108.072,0.68069,5.4399999999999995,1.0,1390.8992,664.3872,1258.434,0.14063,4492.0,1.0,1507.4303999999997,718.9632,1.0,1312.1024,675.9935999999999,1.0,1409.7664,697.4784,1.0,504521.25843455986,363970.63729152,4.2277908402,1.21496,1.0,857284.2698342399,377204.40267264,5.1983926686,1.21496,1.0,0.51242,0.7726,0.21366,1.0,30:41.6,1258.575,19304238367.0,
1.0,F,Familiarization,D20200206T1130,185446.0,922.1888,1182.7008,0.0,-93.056,-98.26559999999999,0.67903,4.79,1.0,75.5968,-109.20960000000001,0.69215,5.4399999999999995,1.0,1391.744,666.0287999999999,1258.434,0.14722000000000002,4492.0,1.0,1508.7616,728.5104000000001,1.0,1312.1536,675.6768,1.0,1410.4576,702.1008,1.0,504905.00775936,364239.67693823995,4.404428086499999,1.20512,1.0,857916.6260428798,377291.31782399997,5.230190849999999,1.21536,1.0,0.51186,0.77176,0.21386999999999998,1.0,30:41.6,1258.5819999999999,19304304191.0,
1.0,F,Familiarization,D20200206T1130,185447.0,920.9344,1180.8,0.0,-93.056,-98.26559999999999,0.67903,4.92,1.0,75.5968,-109.20960000000001,0.69215,5.45,1.0,1390.8223999999998,665.3951999999999,1258.434,0.15381,4492.0,1.0,1417.2672,716.6448,1.0,1321.8816000000002,584.928,1.0,1369.5744,650.7792,1.0,504241.79064832,363671.28576,4.2481016704,1.21536,1.0,857550.2516224001,376869.89242368005,5.2288612432,1.2256,1.0,0.51152,0.77083,0.21388000000000001,1.0,30:41.6,1258.588,19304370125.0,
1.0,F,Familiarization,D20200206T1130,185448.0,920.3968,1180.7424,0.0,-93.056,-98.26559999999999,0.67903,4.93,1.0,75.5968,-109.20960000000001,0.69215,5.43,1.0,1390.0288,663.7392,1258.434,0.16162,4492.0,1.0,1380.096,693.5184,1.0,1361.7920000000001,554.7168,1.0,1370.9568000000002,624.1247999999999,1.0,503947.4370150401,363653.54569728003,4.1683372632,1.2256,1.0,857410.0832256001,376861.02239232,5.2357545956000004,1.23585,1.0,0.51152,0.77083,0.21388000000000001,1.0,30:41.6,1258.596,19304448264.0,
1.0,F,Familiarization,D20200206T1130,185449.0,920.3199999999999,1180.1664,0.0,-96.9728,-101.952,0.7065899999999999,4.82,1.0,73.8048,-106.9632,0.6792600000000001,5.4399999999999995,1.0,1389.2352,661.6800000000001,1258.434,0.16735999999999998,4492.0,1.0,1375.6927999999998,673.9344000000001,1.0,1363.2768,546.2783999999999,1.0,1369.4720000000002,610.0992,1.0,504258.789376,363731.06101248006,4.259541588300001,1.24569,1.0,857730.8753920002,377054.31550464005,5.2090150534,1.24569,1.0,0.5108199999999999,0.7691899999999999,0.21403000000000003,1.0,30:41.6,1258.6019999999999,19304506085.0,
1.0,F,Familiarization,D20200206T1130,185450.0,919.8591999999999,1180.368,0.0,-96.9728,-101.952,0.7065899999999999,4.91,1.0,73.8048,-106.9632,0.6792600000000001,5.4399999999999995,1.0,1386.9056,660.4992000000001,1258.434,0.17395,4492.0,1.0,1375.744,654.8112,1.0,1277.4912,604.7424000000001,1.0,1326.6176,629.784,1.0,504006.30931455997,363793.1947776,4.2089705799,1.25552,1.0,857450.3419904,377112.01114368,5.2534904874,1.24528,1.0,0.5108199999999999,0.7691899999999999,0.21403000000000003,1.0,30:41.6,1258.608,19304571792.0,
1.0,F,Familiarization,D20200206T1130,185451.0,919.2192,1179.864,0.0,-96.9728,-101.952,0.7065899999999999,5.05,1.0,73.8048,-106.9632,0.6792600000000001,5.4799999999999995,1.0,1387.1616,659.4336,1258.434,0.18079,4492.0,1.0,1413.3760000000002,697.9968,1.0,1374.3103999999998,563.4864,1.0,1393.8432,630.7344,1.0,503608.5785395199,363603.8802816,4.1699313474999995,1.25512,1.0,856991.5329740801,376992.45545471995,5.2356604855999995,1.24488,1.0,0.5106,0.76895,0.21400999999999998,1.0,30:41.6,1258.615,19304640187.0,
1.0,F,Familiarization,D20200206T1130,185452.0,918.9888000000001,1180.0224,0.0,-96.87039999999999,-100.68480000000001,0.69986,4.82,1.0,76.0064,-110.83680000000001,0.7057899999999999,5.47,1.0,1387.4176,658.3104000000001,1258.434,0.19055,4492.0,1.0,1413.4528,698.3856,1.0,1375.8719999999998,555.192,1.0,1394.6624,626.7888,1.0,502988.30192640005,363295.8563328,4.448523772,1.25471,1.0,855674.2049791999,376609.22680319997,5.23923314,1.25471,1.0,0.50954,0.76853,0.2138,1.0,30:41.6,1258.625,19304737180.0,
1.0,F,Familiarization,D20200206T1130,185453.0,916.8896,1178.3375999999998,0.0,-96.87039999999999,-100.68480000000001,0.69986,4.92,1.0,76.0064,-110.83680000000001,0.7057899999999999,5.460000000000001,1.0,1387.0592,655.6464000000001,1258.434,0.19702,4492.0,1.0,1417.5488,628.416,1.0,1335.0911999999998,528.3648,1.0,1376.3072,578.3904,1.0,501839.3509888,362777.1535872,4.259488226,1.25471,1.0,854721.4163968001,376210.22469119995,5.312572953999999,1.26496,1.0,0.50954,0.76853,0.2138,1.0,30:41.6,1258.631,19304801997.0,
