ParticipantNumber,TryNumber,Workload,simulationDateTime,Counter,CursorX,CursorY,CursorState,LeftEyeX,LeftEyeY,LeftEyeZ,LeftEyePupilDiamet,LeftEyePupilValid,RightEyeX,RightEyeY,RightEyeZ,RightEyePupilDiame,RightEyePupilValid,FixedPogX,FixedPogY,FixedPogStart,FixedPogDuration,FixedPogId,FixedPogValid,LeftPogX,LeftPogY,LeftPogValid,RightPogX,RightPogY,RightPogValid,BestPogX,BestPogY,BestPogValid,LeftPupilX,LeftPupilY,LeftPupilDiameter,LeftPupilScale,LeftPupilValid,RightPupilX,RightPupilY,RightPupilDiameter,RightPupilScale,RightPupilValid,MarkerX,MarkerY,MarkerScale,MarkerValid,SystemTime,Time,TimeTick,UserData,MissionTime
114,T,Training,D20200305T0747,220198,959.4624,852.9119999999999,0,-86.9376,-30.8304,0.70653,4.19,1,85.76,-32.4432,0.73974,3.88,1,1438.976,728.5968,1534.0529999999999,0.09362999999999999,5110,1,1416.192,754.4448,1,1468.5184,673.5888,1,1442.3552,714.0096,1,959.4624,852.9119999999999,18.27542,0.9974299999999999,1,1583.4879999999998,853.1856,18.13349,1.00616,1,0.49251999999999996,0.5151399999999999,0.20686999999999997,1,7:47:40 AM,1534.146,2350000000000.0,,0.0
114,T,Training,D20200305T0747,220199,958.9504,852.7824,0,-86.9376,-30.8304,0.70653,4.04,1,85.76,-32.4432,0.73974,3.85,1,1438.8992,728.1936,1534.0529999999999,0.09998,5110,1,1409.8944,754.4448,1,1466.0864,689.8464,1,1437.9776,722.1456,1,958.9504,852.7824,18.60213,1.00616,1,1582.6688,852.9408,18.05494,1.01489,1,0.49245,0.5151899999999999,0.20638,1,7:47:40 AM,1534.1529999999998,2350000000000.0,,0.0
114,T,Training,D20200305T0747,220200,958.8736,852.84,0,-86.9376,-30.8304,0.70653,4.02,1,78.336,-29.7216,0.67791,3.89,1,1438.7456,727.8336,1534.0529999999999,0.10645,5110,1,1408.5888,745.7184,1,1464.0128,698.2128,1,1436.2879999999998,721.9584,1,958.8736,852.84,18.505979999999997,1.01489,1,1583.2832,853.2288,18.22072,1.00725,1,0.49223999999999996,0.51535,0.20623000000000002,1,7:47:40 AM,1534.1589999999999,2350000000000.0,,0.0
114,T,Training,D20200305T0747,220201,958.8480000000001,852.7248,0,-86.9376,-30.8304,0.70653,4.06,1,78.336,-29.7216,0.67791,3.87,1,1440.8704,728.0928,1534.0529999999999,0.11327999999999999,5110,1,1483.8272,754.7760000000001,1,1470.1568,710.2944,1,1476.9920000000002,732.5424,1,958.8480000000001,852.7248,18.328670000000002,1.00725,1,1583.5136,853.0704,18.455679999999997,0.9908799999999999,1,0.49223999999999996,0.51535,0.20623000000000002,1,7:47:40 AM,1534.1660000000002,2350000000000.0,,0.0
114,T,Training,D20200305T0747,220202,958.8224,852.8688,0,-86.9376,-30.8304,0.70653,4.01,1,78.336,-29.7216,0.67791,3.88,1,1443.0720000000001,728.2512,1534.0529999999999,0.11963,5110,1,1493.9648,787.2912,1,1470.7712,674.928,1,1482.368,731.1168,1,958.8224,852.8688,18.43704,0.9908799999999999,1,1583.4112,853.1568,18.162229999999997,0.97452,1,0.49223999999999996,0.51535,0.20623000000000002,1,7:47:40 AM,1534.172,2350000000000.0,,0.0
114,T,Training,D20200305T0747,220203,958.8992,852.8256,0,-86.9376,-30.8304,0.70653,4.02,1,78.336,-29.7216,0.67791,3.88,1,1444.9408,729.2736,1534.0529999999999,0.12671,5110,1,1495.1936,803.3760000000001,1,1466.0864,693.8352,1,1480.6272,748.5984,1,958.8992,852.8256,18.37614,0.97452,1,1583.3344,852.9839999999999,18.6353,0.95815,1,0.49222,0.51517,0.20546999999999999,1,7:47:40 AM,1534.18,2350000000000.0,,0.0
114,T,Training,D20200305T0747,220204,958.592,852.7104,0,-86.9376,-30.8304,0.70653,4.07,1,78.336,-29.7216,0.67791,3.92,1,1446.9376,729.4176,1534.0529999999999,0.13318,5110,1,1485.5936,785.7072,1,1487.8464,679.1616,1,1486.72,732.4416,1,958.592,852.7104,18.433329999999998,0.95815,1,1583.4112,852.9839999999999,18.33586,0.95815,1,0.49222,0.51517,0.20546999999999999,1,7:47:40 AM,1534.1860000000001,2350000000000.0,,0.0
114,T,Training,D20200305T0747,220205,958.6176,852.768,0,-86.9376,-30.8304,0.70653,4.06,1,78.336,-29.7216,0.67791,3.92,1,1448.4736,730.1808,1534.0529999999999,0.14075,5110,1,1493.1968,795.312,1,1468.3904,696.9456,1,1480.7808,746.1360000000001,1,958.6176,852.768,18.60191,0.95815,1,1583.3344,852.8976,18.418670000000002,0.95815,1,0.49222,0.51517,0.20546999999999999,1,7:47:40 AM,1534.194,2350000000000.0,,0.0
114,T,Training,D20200305T0747,220206,958.9248,852.8256,0,-86.9376,-30.8304,0.70653,4.09,1,78.336,-29.7216,0.67791,3.91,1,1449.8816,730.872,1534.0529999999999,0.14661,5110,1,1493.1968,795.312,1,1468.3904,696.9456,1,1480.7808,746.1360000000001,1,958.9248,852.8256,18.45818,0.95815,1,1583.3344,852.84,18.44633,0.95815,1,0.49222,0.51517,0.20546999999999999,1,7:47:40 AM,1534.1989999999998,2350000000000.0,,0.0
114,T,Training,D20200305T0747,220207,958.592,852.7104,0,-86.9376,-30.8304,0.70653,4.06,1,78.336,-29.7216,0.67791,3.83,1,1451.0079999999998,731.0736,1534.0529999999999,0.15356,5110,1,1489.408,787.9680000000001,1,1464.8064,683.6832,1,1477.0944,735.8256,1,958.592,852.7104,18.58685,0.95815,1,1583.1808,852.7536,18.49407,0.95815,1,0.49228,0.5152,0.20542,1,7:47:40 AM,1534.2060000000001,2350000000000.0,,0.0
114,T,Training,D20200305T0747,220208,958.6176,852.7104,0,-86.9376,-30.8304,0.70653,4.05,1,78.336,-29.7216,0.67791,3.89,1,1451.5456,731.3904,1534.0529999999999,0.16016,5110,1,1478.5024,782.8992,1,1450.624,694.9728,1,1464.5504,738.936,1,958.6176,852.7104,18.77297,0.95815,1,1583.0016,852.768,18.47276,0.95815,1,0.49228999999999995,0.51523,0.20561,1,7:47:40 AM,1534.213,2350000000000.0,,0.0
114,T,Training,D20200305T0747,220209,958.5664,852.6816,0,-86.9376,-30.8304,0.70653,4.03,1,78.336,-29.7216,0.67791,3.91,1,1452.0576,731.6784,1534.0529999999999,0.16663,5110,1,1478.5024,782.8992,1,1450.624,694.9728,1,1464.5504,738.936,1,958.5664,852.6816,18.5538,0.95815,1,1583.36,853.0128,18.65055,0.95815,1,0.49228999999999995,0.51523,0.20561,1,7:47:40 AM,1534.219,2350000000000.0,,0.0
114,T,Training,D20200305T0747,220210,958.5408,852.6672,0,-86.9376,-30.8304,0.70653,4.08,1,78.336,-29.7216,0.67791,3.92,1,1453.0816,733.1472,1534.0529999999999,0.17322,5110,1,1481.5488,815.6304,1,1478.2720000000002,726.9119999999999,1,1479.9104,771.2639999999999,1,958.5408,852.6672,18.40563,0.95815,1,1583.104,852.768,18.48405,0.95815,1,0.49237,0.5152399999999999,0.20626,1,7:47:41 AM,1534.226,2350000000000.0,,0.0
114,T,Training,D20200305T0747,220211,958.592,852.8544,0,-86.9376,-30.8304,0.70653,4.14,1,78.336,-29.7216,0.67791,3.95,1,1454.1056,734.472,1534.0529999999999,0.17981,5110,1,1486.08,809.0352,1,1477.1968,731.4336,1,1481.6512,770.2416,1,958.592,852.8544,18.261229999999998,0.95815,1,1583.2832,852.768,18.20521,0.95815,1,0.49235,0.51545,0.20715999999999998,1,7:47:41 AM,1534.233,2350000000000.0,,0.006999999999834472
114,T,Training,D20200305T0747,220212,958.7712,852.8544,0,-84.992,-30.2112,0.69085,4.15,1,82.4832,-31.32,0.7125100000000001,3.94,1,1455.104,735.5664,1534.0529999999999,0.18738,5110,1,1486.08,809.0352,1,1479.4752,722.9088,1,1482.7776,765.9792,1,958.7712,852.8544,18.32646,0.95815,1,1583.2064,852.9408,18.48933,0.96578,1,0.49235,0.51545,0.20715999999999998,1,7:47:41 AM,1534.24,2350000000000.0,,0.013999999999896318
114,T,Training,D20200305T0747,220213,959.2832,853.1856,0,-84.992,-30.2112,0.69085,4.31,1,82.4832,-31.32,0.7125100000000001,4.04,1,1456.0512,735.3792,1534.0529999999999,0.19372999999999999,5110,1,1478.6304,719.5824,1,1488.3328,740.5632,1,1483.4688,730.0656,1,959.2832,853.1856,18.24036,0.96578,1,1583.744,853.1568,18.30612,0.9734200000000001,1,0.49245,0.51558,0.20838,1,7:47:41 AM,1534.247,2350000000000.0,,0.020999999999958163
114,T,Training,D20200305T0747,220214,960.0,853.9344,0,-84.992,-30.2112,0.69085,4.4,1,82.4832,-31.32,0.7125100000000001,4.06,1,1455.5648,734.8032,1534.0529999999999,0.2002,5110,1,1486.464,755.3664,1,1396.5824,679.6080000000001,1,1441.536,717.48,1,960.0,853.9344,19.21852,0.9734200000000001,1,1584.3584,853.5024,18.233520000000002,0.98106,1,0.49245,0.51558,0.20838,1,7:47:41 AM,1534.253,2350000000000.0,,0.026999999999816282
114,T,Training,D20200305T0747,220215,959.6672,854.0208,0,-84.48,-30.3696,0.69085,4.22,1,82.6368,-31.4064,0.70915,4.06,1,1455.1552,733.9968,1534.0529999999999,0.20679,5110,1,1485.8239999999998,747.4752,1,1398.2208,670.9248,1,1442.0224,709.2,1,959.6672,854.0208,19.70492,0.98106,1,1584.4608,853.7472,18.75106,0.9887,1,0.49253,0.51562,0.20865999999999998,1,7:47:41 AM,1534.26,2350000000000.0,,0.03399999999987813
114,T,Training,D20200305T0747,220216,965.248,855.6912,0,-84.48,-30.3696,0.69085,4.63,1,82.6368,-31.4064,0.70915,4.43,1,1459.8656,737.2944,1534.0529999999999,0.21361999999999998,5110,1,1602.7136,876.5856,1,1618.9952,809.1216,1,1610.8544,842.8608,1,965.248,855.6912,19.21194,0.9887,1,1589.1968,856.0656,18.90325,0.9887,1,0.49256000000000005,0.51563,0.20898000000000003,1,7:47:41 AM,1534.266,2350000000000.0,,0.03999999999996362
114,T,Training,D20200305T0747,220217,966.5792,855.8784,0,-84.48,-30.3696,0.69085,4.67,1,82.6368,-31.4064,0.70915,4.27,1,1466.5216,742.2768,1534.0529999999999,0.22046,5110,1,1654.3232,920.1744,1,1718.0672,893.0880000000001,1,1686.1952,906.6239999999999,1,966.5792,855.8784,19.128239999999998,0.9887,1,1589.9904,856.3392,19.09502,0.9887,1,0.49256000000000005,0.51563,0.20898000000000003,1,7:47:41 AM,1534.273,2350000000000.0,,0.04699999999979809
114,T,Training,D20200305T0747,220218,966.9119999999999,856.5984,0,-83.2512,-30.4128,0.6884100000000001,4.5,1,83.3024,-31.4064,0.70913,4.24,1,1516.7232,778.0752,1534.0529999999999,0.22046,5110,0,1653.7088,926.8128,1,1718.5536,892.2239999999999,1,1686.144,909.5184,1,966.9119999999999,856.5984,20.25295,0.9808899999999999,1,1591.0656,856.6704,18.8647,0.98962,1,0.4927,0.51562,0.2082,1,7:47:41 AM,1534.28,2350000000000.0,,0.05399999999985994
114,T,Training,D20200305T0747,220219,968.7552,856.2239999999999,0,-83.2512,-30.4128,0.6884100000000001,4.56,1,83.3024,-31.4064,0.70913,4.26,1,1592.7808,830.232,1534.0529999999999,0.22046,5110,0,1667.7120000000002,928.6416,1,1669.9648,836.1360000000001,1,1668.8384,882.3888,1,968.7552,856.2239999999999,19.33059,0.9818100000000001,1,1592.2176,856.8144,19.030520000000003,0.99054,1,0.4928,0.51565,0.20773000000000003,1,7:47:41 AM,1534.287,2350000000000.0,,0.06099999999992178
114,T,Training,D20200305T0747,220220,968.4736,856.2239999999999,0,-83.2512,-30.4128,0.6884100000000001,4.54,1,83.3024,-31.4064,0.70913,4.37,1,1619.5839999999998,860.1552,1534.0529999999999,0.22046,5110,0,1669.4784,909.216,1,1676.8512,930.7439999999999,1,1673.1648,919.9728,1,968.4736,856.2239999999999,19.534670000000002,0.98272,1,1592.5504,856.8432,18.69323,0.99145,1,0.4928,0.51565,0.20773000000000003,1,7:47:41 AM,1534.293,2350000000000.0,,0.0669999999997799
114,T,Training,D20200305T0747,220221,968.832,856.008,0,-88.6272,-32.472,0.73516,4.53,1,78.9504,-29.736,0.66992,4.37,1,1672.0896,904.7088,1534.0529999999999,0.22046,5110,0,1671.0912,893.9088,1,1677.4656,929.592,1,1674.2656,911.7504,1,968.832,856.008,19.26362,1.0003799999999998,1,1592.6272,856.7856,18.76529,0.99274,1,0.49332,0.51566,0.20867,1,7:47:41 AM,1534.3029999999999,2350000000000.0,,0.07699999999977081
114,T,Training,D20200305T0747,220222,968.9088,856.0224,0,-88.6272,-32.472,0.73516,4.56,1,78.9504,-29.736,0.66992,4.29,1,1707.4944,872.7552,1534.0529999999999,0.22046,5110,0,1742.7456,875.7936,1,1743.0272,805.8384,1,1742.8736,840.816,1,968.9088,856.0224,19.41899,1.00949,1,1593.2416,856.7568,19.186989999999998,0.9931200000000001,1,0.49332,0.51566,0.20867,1,7:47:41 AM,1534.31,2350000000000.0,,0.08399999999983265
114,T,Training,D20200305T0747,220223,968.9344,855.9216,0,-88.6272,-32.472,0.73516,4.52,1,78.9504,-29.736,0.66992,4.31,1,1722.2656,852.5376,1534.0529999999999,0.22046,5110,0,1723.6224,864.72,1,1779.9679999999998,759.4272,1,1751.808,812.0736,1,968.9344,855.9216,19.45488,1.00986,1,1593.2672,856.8288,19.1644,0.99349,1,0.49332,0.51566,0.20867,1,7:47:41 AM,1534.316,2350000000000.0,,0.08999999999991815
114,T,Training,D20200305T0747,220224,968.5248,856.1952,0,-83.96799999999999,-30.671999999999997,0.6977,4.45,1,86.7584,-32.6448,0.73378,4.23,1,1730.0479999999998,842.328,1534.3029999999999,0.01965,5111,1,1722.4448,872.3232,1,1784.3968,751.0608,1,1753.4208,811.6848,1,968.5248,856.1952,20.29755,1.0013,1,1593.2928,856.9584,19.38587,1.0013,1,0.4937,0.51573,0.20663,1,7:47:41 AM,1534.3229999999999,2350000000000.0,,0.09699999999975262
114,T,Training,D20200305T0747,220225,969.7280000000001,855.6192,0,-83.96799999999999,-30.671999999999997,0.6977,4.48,1,86.7584,-32.6448,0.73378,4.29,1,1726.336,832.4352,1534.3029999999999,0.026489999999999996,5111,1,1754.9824,859.2048,1,1668.1216,726.6239999999999,1,1711.5392,792.9216,1,969.7280000000001,855.6192,19.20683,0.9923700000000001,1,1594.1376,857.232,19.07232,1.00874,1,0.4937,0.51573,0.20663,1,7:47:41 AM,1534.33,2350000000000.0,,0.10399999999981446
114,T,Training,D20200305T0747,220226,969.8816,855.7056,0,-83.96799999999999,-30.671999999999997,0.6977,4.48,1,86.7584,-32.6448,0.73378,4.22,1,1724.0576,826.92,1534.3029999999999,0.03345,5111,1,1708.672,874.3536,1,1716.5312,724.2912,1,1712.5888,799.3152,1,969.8816,855.7056,19.28967,0.9998100000000001,1,1594.3168,857.1744,19.157870000000003,1.0161799999999999,1,0.4937,0.51573,0.20663,1,7:47:41 AM,1534.3370000000002,2350000000000.0,,0.11100000000010368
114,T,Training,D20200305T0747,220227,969.5488,855.9792,0,-80.8448,-29.5776,0.67289,4.44,1,80.256,-30.2544,0.67656,4.22,1,1721.8304,824.2848,1534.3029999999999,0.03955,5111,1,1708.6208,874.6848,1,1708.2112,742.32,1,1708.4160000000002,808.5024,1,969.5488,855.9792,20.05151,0.99944,1,1594.1888,857.2752,19.397679999999998,0.99944,1,0.4937,0.51573,0.20663,1,7:47:41 AM,1534.3429999999998,2350000000000.0,,0.11699999999973443
114,T,Training,D20200305T0747,220228,970.4960000000001,856.0224,0,-80.8448,-29.5776,0.67289,4.51,1,80.256,-30.2544,0.67656,4.26,1,1717.2736,830.592,1534.3029999999999,0.04651,5111,1,1648.6144,889.1424,1,1722.4192,860.3136,1,1685.504,874.7280000000001,1,970.4960000000001,856.0224,19.454639999999998,0.9916299999999999,1,1594.88,857.7504,19.4505,0.97526,1,0.49418,0.51585,0.20789000000000002,1,7:47:41 AM,1534.35,2350000000000.0,,0.12399999999979627
114,T,Training,D20200305T0747,220229,970.7008,856.0368,0,-80.8448,-29.5776,0.67289,4.43,1,80.256,-30.2544,0.67656,4.18,1,1717.2736,841.5936,1534.3029999999999,0.05322,5111,1,1699.2512,941.9760000000001,1,1735.2448,917.0928,1,1717.2479999999998,929.5344,1,970.7008,856.0368,19.38457,0.96745,1,1595.136,857.7504,19.19501,0.9510799999999999,1,0.49451999999999996,0.5161899999999999,0.20511999999999997,1,7:47:41 AM,1534.3570000000002,2350000000000.0,,0.1310000000000855
114,T,Training,D20200305T0747,220230,970.3424,856.5408,0,-88.5504,-32.6592,0.73933,4.42,1,87.7824,-32.976,0.73752,4.26,1,1717.4784,850.2768,1534.3029999999999,0.056760000000000005,5111,1,1698.3296,948.2688,1,1740.1856,908.6544,1,1719.2704,928.4688,1,970.3424,856.5408,20.24895,0.96001,1,1595.5456,857.9376,19.005770000000002,0.96001,1,0.49451999999999996,0.5161899999999999,0.20511999999999997,1,7:47:41 AM,1534.36,2350000000000.0,,0.13399999999978718
114,T,Training,D20200305T0747,220231,971.3919999999999,856.3536,0,-88.5504,-32.6592,0.73933,4.51,1,87.7824,-32.976,0.73752,4.37,1,1712.0,858.7296,1534.3029999999999,0.06323,5111,1,1655.7568,968.5728,1,1658.8288,917.9136,1,1657.2928,943.2432,1,971.3919999999999,856.3536,19.417170000000002,0.97675,1,1596.5439999999999,858.4704,18.95838,0.9931200000000001,1,0.49483,0.5164,0.20764000000000002,1,7:47:41 AM,1534.3670000000002,2350000000000.0,,0.1410000000000764
114,T,Training,D20200305T0747,220232,971.6736,856.3248,0,-88.5504,-32.6592,0.73933,4.53,1,87.7824,-32.976,0.73752,4.41,1,1710.08,860.9472,1534.3029999999999,0.07031,5111,1,1683.2768,878.7888,1,1694.5664,892.0512,1,1688.9088,885.4128,1,971.6736,856.3248,19.402810000000002,1.00986,1,1596.5439999999999,858.2832,19.07806,1.02623,1,0.49508,0.51655,0.20793000000000003,1,7:47:41 AM,1534.374,2350000000000.0,,0.14799999999991087
114,T,Training,D20200305T0747,220233,971.0592,856.6128,0,-81.1008,-29.9376,0.6793399999999999,4.44,1,83.5072,-31.3488,0.6993199999999999,4.37,1,1708.5184,862.2864,1534.3029999999999,0.07787999999999999,5111,1,1684.9408,864.4896,1,1694.5664,892.0512,1,1689.7536,878.2704,1,971.0592,856.6128,20.208070000000003,1.02623,1,1596.5439999999999,858.1392,19.08984,1.02623,1,0.49508,0.51655,0.20793000000000003,1,7:47:41 AM,1534.381,2350000000000.0,,0.15499999999997272
114,T,Training,D20200305T0747,220234,972.3904,855.9072,0,-81.1008,-29.9376,0.6793399999999999,4.56,1,83.5072,-31.3488,0.6993199999999999,4.33,1,1712.5376,860.7888,1534.3029999999999,0.08362,5111,1,1751.8592,896.0256,1,1777.8688,786.7439999999999,1,1764.864,841.3776,1,972.3904,855.9072,19.269679999999997,1.00949,1,1597.2096,858.4272,19.322210000000002,0.9931200000000001,1,0.49532,0.51658,0.20713,1,7:47:41 AM,1534.3870000000002,2350000000000.0,,0.1610000000000582
114,T,Training,D20200305T0747,220235,972.7744,856.1952,0,-81.1008,-29.9376,0.6793399999999999,4.54,1,83.5072,-31.3488,0.6993199999999999,4.35,1,1710.5664,861.5376,1534.3029999999999,0.09045,5111,1,1681.7920000000001,910.9584,1,1684.2752,833.0976,1,1683.0464,872.0352,1,972.7744,856.1952,19.25836,0.9763799999999999,1,1597.568,858.4416,19.19546,0.96001,1,0.49532,0.51658,0.20713,1,7:47:41 AM,1534.394,2350000000000.0,,0.16799999999989268
114,T,Training,D20200305T0747,220236,972.3648,856.6272,0,-84.2752,-31.32,0.70917,4.59,1,80.9472,-30.4128,0.67362,4.28,1,1708.3904,863.6832,1534.3029999999999,0.09692,5111,1,1679.1552,932.9904,1,1671.6544,858.9312,1,1675.4176,895.9536,1,972.3648,856.6272,20.14927,0.9510799999999999,1,1598.0032,858.7728,19.19399,0.93471,1,0.49577,0.51658,0.20867,1,7:47:41 AM,1534.4,2350000000000.0,,0.17399999999997817
114,T,Training,D20200305T0747,220237,973.824,856.3248,0,-84.2752,-31.32,0.70917,4.51,1,80.9472,-30.4128,0.67362,4.26,1,1707.4432,868.0032,1534.3029999999999,0.10352,5111,1,1689.5744,973.0512,1,1695.8208,900.9792,1,1692.6976,937.008,1,973.824,856.3248,19.37271,0.94252,1,1598.6688,859.176,19.527520000000003,0.94252,1,0.49606999999999996,0.51664,0.20699,1,7:47:41 AM,1534.4070000000002,2350000000000.0,,0.18100000000004002
114,T,Training,D20200305T0747,220238,974.1568,856.0944,0,-84.2752,-31.32,0.70917,4.52,1,80.9472,-30.4128,0.67362,4.33,1,1709.2352,870.0336,1534.3029999999999,0.11365,5111,1,1738.496,923.3568,1,1740.9279999999999,885.672,1,1739.6992,904.5216,1,974.1568,856.0944,19.54179,0.9503299999999999,1,1599.0784,859.1039999999999,19.522679999999998,0.9503299999999999,1,0.49606999999999996,0.51664,0.20699,1,7:47:41 AM,1534.4170000000001,2350000000000.0,,0.19100000000003092
114,T,Training,D20200305T0747,220239,973.6192,856.4832,0,-86.7584,-32.328,0.73378,4.47,1,88.2688,-33.048,0.7321300000000001,4.27,1,1711.4112,870.6096,1534.3029999999999,0.11731,5111,1,1741.2352,908.5968,1,1759.4112,853.2,1,1750.3232,880.9056,1,973.6192,856.4832,20.59865,0.9670700000000001,1,1599.4368,859.176,19.58795,0.98344,1,0.49658,0.5168,0.20761,1,7:47:41 AM,1534.421,2350000000000.0,,0.19499999999993634
114,T,Training,D20200305T0747,220240,976.128,855.8639999999999,0,-86.7584,-32.328,0.73378,4.57,1,88.2688,-33.048,0.7321300000000001,4.28,1,1712.7168,869.5584,1534.3029999999999,0.12451,5111,1,1756.4416,886.8528,1,1718.8608,812.4768,1,1737.6512,849.672,1,976.128,855.8639999999999,19.44878,0.9923700000000001,1,1601.024,858.9312,19.3612,1.00874,1,0.49691,0.51674,0.20648000000000002,1,7:47:41 AM,1534.4279999999999,2350000000000.0,,0.2019999999997708
114,T,Training,D20200305T0747,220241,979.2,856.3392,0,-86.7584,-32.328,0.73378,4.54,1,88.2688,-33.048,0.7321300000000001,4.28,1,1718.3232,869.9616,1534.3029999999999,0.13062,5111,1,1810.9952,897.336,1,1849.7536,858.7728,1,1830.3744,878.0544,1,979.2,856.3392,19.8555,1.01767,1,1603.7376,859.4784,20.108179999999997,1.03404,1,0.49691,0.51674,0.20648000000000002,1,7:47:41 AM,1534.434,2350000000000.0,,0.2079999999998563
114,T,Training,D20200305T0747,220242,980.5312,856.512,0,-85.76,-32.4432,0.73974,4.53,1,89.0624,-32.7312,0.72493,4.23,1,1723.904,869.2992,1534.3029999999999,0.13721,5111,1,1816.5248,875.8512,1,1865.1904,835.1136,1,1840.8448,855.4752,1,980.5312,856.512,20.42829,1.0429700000000002,1,1605.7088,859.6080000000001,20.00442,1.05934,1,0.49756000000000006,0.51662,0.20733000000000001,1,7:47:41 AM,1534.441,2350000000000.0,,0.21499999999991815
114,T,Training,D20200305T0747,220243,985.6768,856.296,0,-85.76,-32.4432,0.73974,4.54,1,89.0624,-32.7312,0.72493,4.27,1,1739.52,867.8736,1534.3029999999999,0.1438,5111,1,2035.3792,816.7104,1,2131.584,856.3104,1,2083.4816,836.5104,1,985.6768,856.296,20.25046,1.05934,1,1610.4448,859.8816,19.84713,1.05934,1,0.49756000000000006,0.51662,0.20733000000000001,1,7:47:41 AM,1534.4470000000001,2350000000000.0,,0.22100000000000364
114,T,Training,D20200305T0747,220244,987.3152,855.9216,0,-85.76,-32.4432,0.73974,4.54,1,89.0624,-32.7312,0.72493,4.29,1,1752.4224,867.5856,1534.3029999999999,0.15063,5111,1,2083.6864,863.1648,1,2014.6688,858.6432,1,2049.1776,860.904,1,987.3152,855.9216,19.65755,1.05934,1,1610.9312,859.6368,19.67677,1.05934,1,0.49798000000000003,0.51662,0.20849,1,7:47:41 AM,1534.454,2350000000000.0,,0.2279999999998381
114,T,Training,D20200305T0747,220245,987.9808,855.6048,0,-78.08,-29.8224,0.68013,4.51,1,85.1968,-31.0176,0.68697,4.37,1,1763.6608,868.2192,1534.3029999999999,0.15735,5111,1,2076.1344,877.3776,1,1990.0928,889.1568,1,2033.1264,883.2672,1,987.9808,855.6048,19.59704,1.0426,1,1612.0576,859.9104,19.31664,1.02623,1,0.49895,0.5164,0.20744,1,7:47:41 AM,1534.461,2350000000000.0,,0.23499999999989996
114,T,Training,D20200305T0747,220246,988.5952,855.4608,0,-78.08,-29.8224,0.68013,4.52,1,85.1968,-31.0176,0.68697,4.31,1,1846.3232,878.7744,1534.3029999999999,0.15735,5111,0,2017.8688,877.752,1,2062.2336,904.3488,1,2040.0384,891.0576,1,988.5952,855.4608,19.701320000000003,1.00949,1,1612.7744,859.6080000000001,19.64959,0.9931200000000001,1,0.49895,0.5164,0.20744,1,7:47:41 AM,1534.4679999999998,2350000000000.0,,0.24199999999973443
114,T,Training,D20200305T0747,220247,989.2096,855.5472,0,-78.08,-29.8224,0.68013,4.55,1,85.1968,-31.0176,0.68697,4.3,1,1901.7984,908.7552,1534.3029999999999,0.15735,5111,0,1986.0479999999998,916.4736,1,1928.5504,960.9696,1,1957.2992,938.7216,1,989.2096,855.5472,19.29564,0.9763799999999999,1,1613.4656,859.6224,19.38309,0.96001,1,0.49895,0.5164,0.20744,1,7:47:41 AM,1534.475,2350000000000.0,,0.24899999999979627
114,T,Training,D20200305T0747,220248,989.5168,855.576,0,-78.1824,-30.0672,0.6856800000000001,4.6,1,87.1936,-31.5504,0.69876,4.31,1,1914.0096,928.4832,1534.3029999999999,0.15735,5111,0,1972.864,945.1439999999999,1,1904.0256,990.7488,1,1938.432,967.9392,1,989.5168,855.576,19.62174,0.94327,1,1613.7472,859.7232,19.61824,0.9269,1,0.49895,0.5164,0.20744,1,7:47:41 AM,1534.481,2350000000000.0,,0.25499999999988177
114,T,Training,D20200305T0747,220249,990.4639999999999,855.5184,0,-78.1824,-30.0672,0.6856800000000001,4.48,1,87.1936,-31.5504,0.69876,4.33,1,1935.0784,944.064,1534.4679999999998,0.020630000000000003,5112,1,1962.1632,958.6368,1,2034.4576,1022.9616,1,1998.3104,990.7919999999999,1,990.4639999999999,855.5184,19.70583,0.9269,1,1614.7968,859.9680000000001,19.78707,0.9269,1,0.5001899999999999,0.5162800000000001,0.20629,1,7:47:41 AM,1534.4879999999998,2350000000000.0,,0.26199999999971624
114,T,Training,D20200305T0747,220250,990.9760000000001,855.5039999999999,0,-78.1824,-30.0672,0.6856800000000001,4.51,1,87.1936,-31.5504,0.69876,4.36,1,1931.1872,952.7904,1534.4679999999998,0.02661,5112,1,1926.1952,938.7648,1,1904.9984,1036.728,1,1915.5968,987.7392,1,990.9760000000001,855.5039999999999,19.54887,0.9269,1,1615.3344,860.04,19.300520000000002,0.9269,1,0.50093,0.51649,0.20695,1,7:47:41 AM,1534.494,2350000000000.0,,0.26799999999980173
114,T,Training,D20200305T0747,220251,991.3088,855.4464,0,-76.1088,-29.3904,0.67199,4.57,1,83.84,-30.2256,0.66778,4.29,1,1928.6016,958.6224,1534.4679999999998,0.03333,5112,1,1926.1952,938.7648,1,1904.9984,1036.728,1,1915.5968,987.7392,1,991.3088,855.4464,19.519579999999998,0.9269,1,1615.4879999999998,860.2560000000001,19.677039999999998,0.9269,1,0.50093,0.51649,0.20695,1,7:47:41 AM,1534.501,2350000000000.0,,0.2749999999998636
