Participant Number,Workload,Eyetracker,Event Type,Start time (s),Duration,Amplitude (degrees),X,Y,AOI,Duration (ms),Peak Velocity (degrees/second)
21,Gradual,FOVIO,Fixation,0.0,,N/A,1049.18811,1550.002686,AOI 5: Chat Message Panel,1416.6695,N/A
21,Gradual,FOVIO,Fixation,1.469,,N/A,1142.529785,851.886597,AOI 4: Fuel Leak Bars,83.33349999999999,N/A
21,Gradual,FOVIO,Fixation,1.567,,N/A,1152.542969,747.509277,AOI 3: Video Feeds,183.3337,N/A
21,Gradual,FOVIO,Fixation,1.877,,N/A,1396.37793,952.103088,AOI 4: Fuel Leak Bars,400.00079999999997,N/A
21,Gradual,FOVIO,Fixation,2.2869999999999986,,N/A,1468.251343,878.9213869999999,AOI 4: Fuel Leak Bars,166.66699999999997,N/A
21,Gradual,FOVIO,Fixation,2.464999999999998,,N/A,1484.763672,779.327698,AOI 3: Video Feeds,366.6674,N/A
21,Gradual,FOVIO,Fixation,2.8399999999999976,,N/A,1584.661865,784.6904910000002,AOI 3: Video Feeds,433.33419999999995,N/A
21,Gradual,FOVIO,Fixation,3.378999999999997,,N/A,1400.0977779999996,994.641907,AOI 4: Fuel Leak Bars,133.3336,N/A
21,Gradual,FOVIO,Fixation,3.525999999999996,,N/A,1327.637939,1088.626343,AOI 4: Fuel Leak Bars,233.3338,N/A
21,Gradual,FOVIO,Fixation,3.770999999999996,,N/A,1379.44397,986.508484,AOI 4: Fuel Leak Bars,233.3338,N/A
21,Gradual,FOVIO,Fixation,4.015999999999996,,N/A,1395.161377,887.595215,AOI 4: Fuel Leak Bars,166.66699999999997,N/A
21,Gradual,FOVIO,Fixation,4.243999999999997,,N/A,1247.445068,1087.9997560000004,AOI 4: Fuel Leak Bars,733.3348,N/A
21,Gradual,FOVIO,Fixation,5.011000000000001,,N/A,1219.910889,895.138672,AOI 4: Fuel Leak Bars,100.00019999999999,N/A
21,Gradual,FOVIO,Fixation,5.126000000000001,,N/A,1229.215942,788.950195,AOI 3: Video Feeds,583.3344999999999,N/A
21,Gradual,FOVIO,Fixation,5.715000000000005,,N/A,1189.0859380000004,684.004822,AOI 3: Video Feeds,366.6674,N/A
21,Gradual,FOVIO,Fixation,6.089000000000008,,N/A,1294.8127439999996,638.607117,AOI 3: Video Feeds,100.00019999999999,N/A
21,Gradual,FOVIO,Fixation,6.203000000000008,,N/A,1399.85144,666.180725,AOI 3: Video Feeds,600.0011999999999,N/A
21,Gradual,FOVIO,Fixation,6.856000000000013,,N/A,1157.748047,665.458191,AOI 3: Video Feeds,83.33349999999999,N/A
21,Gradual,FOVIO,Fixation,7.0030000000000125,,N/A,1258.878906,1071.744507,AOI 4: Fuel Leak Bars,333.33399999999995,N/A
21,Gradual,FOVIO,Fixation,7.3950000000000164,,N/A,883.963684,989.052185,AOI 2: Reroute Menu,366.6674,N/A
21,Gradual,FOVIO,Fixation,7.770000000000018,,N/A,782.976074,978.618591,AOI 2: Reroute Menu,100.00019999999999,N/A
21,Gradual,FOVIO,Fixation,7.950000000000018,,N/A,1082.397461,744.81897,AOI 3: Video Feeds,133.3336,N/A
21,Gradual,FOVIO,Fixation,8.097000000000017,,N/A,1181.710449,720.70282,AOI 3: Video Feeds,316.66729999999995,N/A
21,Gradual,FOVIO,Fixation,8.538000000000013,,N/A,1280.638672,743.109924,AOI 3: Video Feeds,616.6678999999999,N/A
21,Gradual,FOVIO,Fixation,9.15800000000001,,N/A,1379.676636,758.251892,AOI 3: Video Feeds,233.3338,N/A
21,Gradual,FOVIO,Fixation,9.435000000000008,,N/A,1196.300659,818.849182,AOI 4: Fuel Leak Bars,116.6669,N/A
21,Gradual,FOVIO,Fixation,9.664000000000003,,N/A,1252.248169,861.5601810000002,AOI 4: Fuel Leak Bars,250.0005,N/A
21,Gradual,FOVIO,Fixation,9.925000000000004,,N/A,1336.6369630000004,805.597473,AOI 3: Video Feeds,1433.3362,N/A
21,Gradual,FOVIO,Fixation,11.47599999999999,,N/A,976.088989,724.885376,AOI 1: Map,133.3336,N/A
21,Gradual,FOVIO,Saccade,11.704999999999988,,2.011625021698286,N/A,N/A,N/A,0.11400000000000077,31.294606917269657
21,Gradual,FOVIO,Fixation,11.867999999999983,,N/A,2096.432861,855.97821,AOI 4: Fuel Leak Bars,150.00029999999998,N/A
21,Gradual,FOVIO,Fixation,12.030999999999983,,N/A,2184.825439,910.919128,AOI 4: Fuel Leak Bars,83.33349999999999,N/A
21,Gradual,FOVIO,Saccade,12.177999999999983,,2.7709351292866473,N/A,N/A,N/A,0.13100000000000023,42.09795881480911
21,Gradual,FOVIO,Fixation,12.324999999999983,,N/A,729.868713,813.514282,AOI 1: Map,216.66709999999998,N/A
21,Gradual,FOVIO,Saccade,12.55399999999998,,2.4658297258436495,N/A,N/A,N/A,0.12999999999999545,37.48512266896695
21,Gradual,FOVIO,Fixation,12.716999999999974,,N/A,2121.160645,993.776123,AOI 4: Fuel Leak Bars,83.33349999999999,N/A
21,Gradual,FOVIO,Fixation,12.863999999999976,,N/A,2305.80835,912.593018,AOI 4: Fuel Leak Bars,83.33349999999999,N/A
21,Gradual,FOVIO,Fixation,12.961999999999973,,N/A,2372.897705,827.288818,AOI 4: Fuel Leak Bars,250.0005,N/A
21,Gradual,FOVIO,Fixation,13.336999999999973,,N/A,1334.679443,499.175507,AOI 3: Video Feeds,133.3336,N/A
21,Gradual,FOVIO,Fixation,13.483999999999973,,N/A,1232.022461,482.299011,AOI 3: Video Feeds,400.00079999999997,N/A
21,Gradual,FOVIO,Fixation,13.973999999999974,,N/A,2245.236816,777.3645019999999,AOI 3: Video Feeds,583.3344999999999,N/A
21,Gradual,FOVIO,Fixation,14.561999999999964,,N/A,2347.088623,781.253784,AOI 3: Video Feeds,166.66699999999997,N/A
21,Gradual,FOVIO,Fixation,14.903999999999964,,N/A,1242.0053710000002,392.958008,AOI 3: Video Feeds,416.66749999999996,N/A
21,Gradual,FOVIO,Fixation,15.328999999999962,,N/A,1185.380249,478.658203,AOI 3: Video Feeds,300.00059999999996,N/A
21,Gradual,FOVIO,Saccade,15.638999999999955,,2.0790952713892574,N/A,N/A,N/A,0.14700000000000024,30.296912140775948
21,Gradual,FOVIO,Fixation,15.801999999999955,,N/A,2291.558594,895.4422,AOI 4: Fuel Leak Bars,433.33419999999995,N/A
21,Gradual,FOVIO,Fixation,16.34099999999993,,N/A,1323.282349,469.2828980000001,AOI 3: Video Feeds,300.00059999999996,N/A
21,Gradual,FOVIO,Fixation,16.650999999999907,,N/A,1222.694946,444.578705,AOI 3: Video Feeds,400.00079999999997,N/A
21,Gradual,FOVIO,Fixation,17.058999999999877,,N/A,1189.224976,544.9094240000002,AOI 3: Video Feeds,333.33399999999995,N/A
21,Gradual,FOVIO,Fixation,17.467999999999847,,N/A,2138.074219,823.0169070000002,AOI 4: Fuel Leak Bars,266.6672,N/A
21,Gradual,FOVIO,Fixation,17.875999999999813,,N/A,1855.176392,591.8618769999998,AOI 3: Video Feeds,100.00019999999999,N/A
21,Gradual,FOVIO,Fixation,18.0879999999998,,N/A,1413.167725,492.059601,AOI 3: Video Feeds,116.6669,N/A
21,Gradual,FOVIO,Fixation,18.21799999999979,,N/A,1310.62085,490.256897,AOI 3: Video Feeds,300.00059999999996,N/A
21,Gradual,FOVIO,Fixation,18.626999999999754,,N/A,1321.458252,880.851501,AOI 4: Fuel Leak Bars,133.3336,N/A
21,Gradual,FOVIO,Fixation,18.821999999999747,,N/A,1229.009644,529.523926,AOI 3: Video Feeds,83.33349999999999,N/A
21,Gradual,FOVIO,Fixation,18.91999999999974,,N/A,1231.792114,407.024292,AOI 3: Video Feeds,216.66709999999998,N/A
21,Gradual,FOVIO,Fixation,19.14899999999972,,N/A,1328.57666,437.551697,AOI 3: Video Feeds,533.3344,N/A
21,Gradual,FOVIO,Fixation,19.75299999999968,,N/A,2241.48999,832.830383,AOI 4: Fuel Leak Bars,350.0007,N/A
21,Gradual,FOVIO,Fixation,20.176999999999648,,N/A,1759.372437,1047.606201,AOI 4: Fuel Leak Bars,133.3336,N/A
21,Gradual,FOVIO,Fixation,20.32399999999964,,N/A,1655.309448,1064.813477,AOI 4: Fuel Leak Bars,183.3337,N/A
21,Gradual,FOVIO,Fixation,20.53699999999963,,N/A,1820.029175,1151.40564,AOI 4: Fuel Leak Bars,183.3337,N/A
21,Gradual,FOVIO,Fixation,20.748999999999622,,N/A,1734.841187,1292.87915,AOI 5: Chat Message Panel,433.33419999999995,N/A
21,Gradual,FOVIO,Fixation,21.254999999999573,,N/A,1384.71814,633.008179,AOI 3: Video Feeds,133.3336,N/A
21,Gradual,FOVIO,Fixation,21.403999999999566,,N/A,1324.455811,541.446106,AOI 3: Video Feeds,150.00029999999998,N/A
21,Gradual,FOVIO,Fixation,21.711999999999538,,N/A,1869.285156,678.370911,AOI 3: Video Feeds,250.0005,N/A
21,Gradual,FOVIO,Fixation,21.97299999999952,,N/A,1764.122559,645.3582150000002,AOI 3: Video Feeds,166.66699999999997,N/A
21,Gradual,FOVIO,Fixation,22.233999999999494,,N/A,1459.453003,611.763916,AOI 3: Video Feeds,100.00019999999999,N/A
21,Gradual,FOVIO,Fixation,22.34899999999949,,N/A,1359.875732,629.174805,AOI 3: Video Feeds,150.00029999999998,N/A
21,Gradual,FOVIO,Fixation,22.511999999999475,,N/A,1261.944946,598.097412,AOI 3: Video Feeds,166.66699999999997,N/A
21,Gradual,FOVIO,Fixation,22.690999999999466,,N/A,1161.599731,618.56012,AOI 3: Video Feeds,450.00089999999994,N/A
21,Gradual,FOVIO,Fixation,23.19799999999943,,N/A,1528.135986,629.326904,AOI 3: Video Feeds,83.33349999999999,N/A
21,Gradual,FOVIO,Fixation,23.37699999999941,,N/A,1838.293945,413.771393,AOI 3: Video Feeds,100.00019999999999,N/A
21,Gradual,FOVIO,Fixation,23.490999999999403,,N/A,1904.833984,337.918304,AOI 3: Video Feeds,183.3337,N/A
21,Gradual,FOVIO,Fixation,23.76899999999938,,N/A,781.693787,634.9257200000002,AOI 1: Map,216.66709999999998,N/A
21,Gradual,FOVIO,Fixation,24.176999999999353,,N/A,1664.666626,371.274597,AOI 3: Video Feeds,100.00019999999999,N/A
21,Gradual,FOVIO,Fixation,24.324999999999342,,N/A,1793.429565,385.21759,AOI 3: Video Feeds,116.6669,N/A
21,Gradual,FOVIO,Fixation,24.454999999999337,,N/A,1888.436157,421.726715,AOI 3: Video Feeds,200.00039999999998,N/A
21,Gradual,FOVIO,Fixation,24.731999999999317,,N/A,1450.975342,198.202194,AOI 3: Video Feeds,133.3336,N/A
21,Gradual,FOVIO,Fixation,24.878999999999305,,N/A,1346.79541,196.667892,AOI 3: Video Feeds,150.00029999999998,N/A
21,Gradual,FOVIO,Fixation,25.04199999999929,,N/A,1259.5727539999998,249.96749900000003,AOI 3: Video Feeds,216.66709999999998,N/A
21,Gradual,FOVIO,Fixation,25.303999999999274,,N/A,1247.75769,484.040894,AOI 3: Video Feeds,83.33349999999999,N/A
21,Gradual,FOVIO,Fixation,25.40199999999927,,N/A,1261.05542,584.203613,AOI 3: Video Feeds,333.33399999999995,N/A
21,Gradual,FOVIO,Fixation,25.776999999999248,,N/A,1420.521118,653.72821,AOI 3: Video Feeds,100.00019999999999,N/A
21,Gradual,FOVIO,Fixation,25.891999999999236,,N/A,1527.01355,641.192078,AOI 3: Video Feeds,216.66709999999998,N/A
21,Gradual,FOVIO,Fixation,26.151999999999212,,N/A,1316.882568,665.349304,AOI 3: Video Feeds,116.6669,N/A
21,Gradual,FOVIO,Fixation,26.380999999999194,,N/A,1209.113159,276.62399300000004,AOI 3: Video Feeds,333.33399999999995,N/A
21,Gradual,FOVIO,Fixation,26.82199999999916,,N/A,1890.459229,255.739807,AOI 3: Video Feeds,316.66729999999995,N/A
21,Gradual,FOVIO,Fixation,27.147999999999126,,N/A,1987.673218,285.6694950000001,AOI 3: Video Feeds,333.33399999999995,N/A
21,Gradual,FOVIO,Fixation,27.490999999999108,,N/A,2093.6875,277.200195,AOI 3: Video Feeds,316.66729999999995,N/A
21,Gradual,FOVIO,Fixation,27.88299999999908,,N/A,1422.075439,574.195129,AOI 3: Video Feeds,166.66699999999997,N/A
21,Gradual,FOVIO,Fixation,28.062999999999064,,N/A,1330.786743,623.644714,AOI 3: Video Feeds,750.0015,N/A
21,Gradual,FOVIO,Fixation,28.910999999999,,N/A,1291.291382,162.87690700000005,AOI 3: Video Feeds,283.33389999999997,N/A
21,Gradual,FOVIO,Fixation,29.286999999998965,,N/A,1679.5028079999993,572.024902,AOI 3: Video Feeds,83.33349999999999,N/A
21,Gradual,FOVIO,Fixation,29.43399999999896,,N/A,1912.194824,488.012695,AOI 3: Video Feeds,100.00019999999999,N/A
21,Gradual,FOVIO,Fixation,29.54799999999895,,N/A,2002.920044,423.043091,AOI 3: Video Feeds,183.3337,N/A
21,Gradual,FOVIO,Fixation,29.74399999999893,,N/A,2103.216309,399.629486,AOI 3: Video Feeds,266.6672,N/A
21,Gradual,FOVIO,Fixation,30.070999999998907,,N/A,2150.178711,971.034912,AOI 4: Fuel Leak Bars,350.0007,N/A
21,Gradual,FOVIO,Fixation,30.54399999999887,,N/A,1594.11145,1034.479126,AOI 4: Fuel Leak Bars,83.33349999999999,N/A
21,Gradual,FOVIO,Fixation,30.70699999999886,,N/A,1608.366089,367.41391,AOI 3: Video Feeds,150.00029999999998,N/A
21,Gradual,FOVIO,Fixation,30.871999999998852,,N/A,1623.800781,255.481201,AOI 3: Video Feeds,100.00019999999999,N/A
21,Gradual,FOVIO,Fixation,30.98499999999884,,N/A,1647.6616210000002,144.61369299999996,AOI 3: Video Feeds,150.00029999999998,N/A
21,Gradual,FOVIO,Fixation,31.278999999998817,,N/A,1925.162231,405.241791,AOI 3: Video Feeds,200.00039999999998,N/A
21,Gradual,FOVIO,Fixation,31.5229999999988,,N/A,1766.2840579999993,143.401398,AOI 3: Video Feeds,116.6669,N/A
21,Gradual,FOVIO,Fixation,31.653999999998785,,N/A,1689.6319579999995,61.648899,AOI 3: Video Feeds,200.00039999999998,N/A
21,Gradual,FOVIO,Fixation,31.947999999998764,,N/A,1604.211426,1161.06665,Fixation is not in any of the designated AOIs,166.66699999999997,N/A
21,Gradual,FOVIO,Fixation,32.20899999999876,,N/A,1800.039795,1250.31897,AOI 5: Chat Message Panel,100.00019999999999,N/A
21,Gradual,FOVIO,Fixation,32.40499999999876,,N/A,2246.664307,598.285706,AOI 3: Video Feeds,116.6669,N/A
21,Gradual,FOVIO,Fixation,32.53599999999876,,N/A,2294.708496,507.039886,AOI 3: Video Feeds,83.33349999999999,N/A
21,Gradual,FOVIO,Fixation,32.63399999999876,,N/A,2316.77832,409.378906,AOI 3: Video Feeds,116.6669,N/A
21,Gradual,FOVIO,Fixation,32.82899999999875,,N/A,1687.293457,282.908203,AOI 3: Video Feeds,83.33349999999999,N/A
21,Gradual,FOVIO,Fixation,33.07799999999875,,N/A,785.7995,787.494507,AOI 1: Map,166.66699999999997,N/A
21,Gradual,FOVIO,Fixation,33.416999999998744,,N/A,1505.4689939999996,429.530701,AOI 3: Video Feeds,166.66699999999997,N/A
21,Gradual,FOVIO,Fixation,33.596999999998744,,N/A,1591.118408,377.308014,AOI 3: Video Feeds,333.33399999999995,N/A
21,Gradual,FOVIO,Fixation,33.98899999999874,,N/A,1405.098877,1204.607788,AOI 5: Chat Message Panel,216.66709999999998,N/A
21,Gradual,FOVIO,Fixation,34.31499999999873,,N/A,1566.944824,1308.448486,AOI 5: Chat Message Panel,100.00019999999999,N/A
21,Gradual,FOVIO,Fixation,34.42899999999873,,N/A,1671.958252,1307.242554,AOI 5: Chat Message Panel,150.00029999999998,N/A
21,Gradual,FOVIO,Fixation,34.59299999999873,,N/A,1781.761963,1312.473389,AOI 5: Chat Message Panel,166.66699999999997,N/A
21,Gradual,FOVIO,Fixation,34.771999999998734,,N/A,1883.9461670000005,1317.359863,AOI 5: Chat Message Panel,183.3337,N/A
21,Gradual,FOVIO,Fixation,35.016999999998724,,N/A,1391.455444,1439.29834,AOI 5: Chat Message Panel,200.00039999999998,N/A
21,Gradual,FOVIO,Saccade,35.22899999999872,,1.943098086156834,N/A,N/A,N/A,0.13100000000000023,31.077379525369533
21,Gradual,FOVIO,Fixation,35.37599999999872,,N/A,1985.302612,528.594299,AOI 3: Video Feeds,83.33349999999999,N/A
21,Gradual,FOVIO,Fixation,35.50699999999872,,N/A,2183.570068,414.739288,AOI 3: Video Feeds,150.00029999999998,N/A
21,Gradual,FOVIO,Fixation,35.669999999998716,,N/A,2281.177734,386.476196,AOI 3: Video Feeds,183.3337,N/A
21,Gradual,FOVIO,Fixation,35.93099999999871,,N/A,1672.618408,377.764801,AOI 3: Video Feeds,150.00029999999998,N/A
21,Gradual,FOVIO,Fixation,36.096999999998715,,N/A,1572.444458,397.629791,AOI 3: Video Feeds,300.00059999999996,N/A
21,Gradual,FOVIO,Fixation,36.453999999998715,,N/A,1589.662109,125.838203,AOI 3: Video Feeds,116.6669,N/A
21,Gradual,FOVIO,Fixation,36.5839999999987,,N/A,1602.644043,24.514,AOI 3: Video Feeds,316.66729999999995,N/A
21,Gradual,FOVIO,Fixation,36.991999999998704,,N/A,2114.831787,119.672203,AOI 3: Video Feeds,133.3336,N/A
21,Gradual,FOVIO,Fixation,37.138999999998696,,N/A,2224.4221190000007,126.104599,AOI 3: Video Feeds,233.3338,N/A
21,Gradual,FOVIO,Fixation,37.383999999998686,,N/A,2328.296143,142.414795,AOI 3: Video Feeds,566.6677999999999,N/A
21,Gradual,FOVIO,Fixation,37.95599999999869,,N/A,2418.518555,92.808098,AOI 3: Video Feeds,116.6669,N/A
21,Gradual,FOVIO,Fixation,38.16799999999869,,N/A,1628.891357,101.701698,AOI 3: Video Feeds,250.0005,N/A
21,Gradual,FOVIO,Fixation,38.493999999998685,,N/A,1600.014404,312.105988,AOI 3: Video Feeds,283.33389999999997,N/A
21,Gradual,FOVIO,Fixation,38.78799999999868,,N/A,1701.157227,335.904602,AOI 3: Video Feeds,216.66709999999998,N/A
21,Gradual,FOVIO,Fixation,39.09799999999868,,N/A,706.42981,437.290985,AOI 1: Map,200.00039999999998,N/A
21,Gradual,FOVIO,Fixation,39.31099999999868,,N/A,718.1777950000002,546.800293,AOI 1: Map,83.33349999999999,N/A
21,Gradual,FOVIO,Fixation,39.53899999999868,,N/A,1836.908569,509.868713,AOI 3: Video Feeds,116.6669,N/A
21,Gradual,FOVIO,Fixation,39.750999999998676,,N/A,2201.765137000001,475.924103,AOI 3: Video Feeds,166.66699999999997,N/A
21,Gradual,FOVIO,Fixation,39.930999999998676,,N/A,2301.416504,435.919312,AOI 3: Video Feeds,216.66709999999998,N/A
21,Gradual,FOVIO,Fixation,40.15899999999867,,N/A,2320.941406,320.7817990000001,AOI 3: Video Feeds,100.00019999999999,N/A
21,Gradual,FOVIO,Fixation,40.38799999999867,,N/A,1702.261353,132.029297,AOI 3: Video Feeds,100.00019999999999,N/A
21,Gradual,FOVIO,Fixation,40.50199999999867,,N/A,1620.440552,192.811203,AOI 3: Video Feeds,83.33349999999999,N/A
21,Gradual,FOVIO,Fixation,40.681999999998666,,N/A,1957.494751,836.854309,AOI 4: Fuel Leak Bars,250.0005,N/A
21,Gradual,FOVIO,Fixation,41.00799999999865,,N/A,1463.303711,843.6901859999998,AOI 4: Fuel Leak Bars,83.33349999999999,N/A
21,Gradual,FOVIO,Fixation,41.10599999999866,,N/A,1360.1838380000004,851.7274779999998,AOI 4: Fuel Leak Bars,150.00029999999998,N/A
21,Gradual,FOVIO,Fixation,41.31899999999865,,N/A,1756.90625,867.2141720000002,AOI 4: Fuel Leak Bars,83.33349999999999,N/A
21,Gradual,FOVIO,Fixation,41.41699999999866,,N/A,1857.400391,875.1588130000001,AOI 4: Fuel Leak Bars,250.0005,N/A
21,Gradual,FOVIO,Fixation,41.74299999999865,,N/A,1367.637817,770.305786,AOI 3: Video Feeds,150.00029999999998,N/A
21,Gradual,FOVIO,Fixation,42.06999999999866,,N/A,916.36377,733.70282,AOI 1: Map,83.33349999999999,N/A
21,Gradual,FOVIO,Fixation,42.16699999999865,,N/A,812.945618,709.6613769999999,AOI 1: Map,83.33349999999999,N/A
21,Gradual,FOVIO,Fixation,42.34699999999865,,N/A,1629.991699,573.8496700000002,AOI 3: Video Feeds,383.3341,N/A
21,Gradual,FOVIO,Fixation,42.852999999998666,,N/A,1227.186157,327.5463870000001,AOI 3: Video Feeds,150.00029999999998,N/A
21,Gradual,FOVIO,Fixation,43.015999999998655,,N/A,1171.889526,228.892395,AOI 3: Video Feeds,283.33389999999997,N/A
21,Gradual,FOVIO,Fixation,43.30999999999865,,N/A,1224.731445,134.522202,AOI 3: Video Feeds,200.00039999999998,N/A
21,Gradual,FOVIO,Fixation,43.603999999998656,,N/A,854.900574,631.336121,AOI 1: Map,150.00029999999998,N/A
21,Gradual,FOVIO,Fixation,43.766999999998674,,N/A,754.7044070000002,667.2012940000002,AOI 1: Map,233.3338,N/A
21,Gradual,FOVIO,Fixation,44.093999999998665,,N/A,1728.1309809999998,628.64093,AOI 3: Video Feeds,100.00019999999999,N/A
21,Gradual,FOVIO,Fixation,44.27299999999865,,N/A,1930.890747,590.7169190000002,AOI 3: Video Feeds,100.00019999999999,N/A
21,Gradual,FOVIO,Fixation,44.468999999998665,,N/A,2170.255127,610.574524,AOI 3: Video Feeds,100.00019999999999,N/A
21,Gradual,FOVIO,Fixation,44.583999999998674,,N/A,2276.575928,600.59613,AOI 3: Video Feeds,100.00019999999999,N/A
21,Gradual,FOVIO,Fixation,44.747999999998655,,N/A,2094.75293,423.582703,AOI 3: Video Feeds,116.6669,N/A
21,Gradual,FOVIO,Fixation,45.10599999999866,,N/A,1425.906616,273.349915,AOI 3: Video Feeds,83.33349999999999,N/A
21,Gradual,FOVIO,Fixation,45.20399999999866,,N/A,1315.408325,232.46659900000003,AOI 3: Video Feeds,266.6672,N/A
21,Gradual,FOVIO,Fixation,45.52999999999866,,N/A,1554.012451,591.907471,AOI 3: Video Feeds,150.00029999999998,N/A
21,Gradual,FOVIO,Fixation,45.725999999998656,,N/A,1362.928589,287.172302,AOI 3: Video Feeds,83.33349999999999,N/A
21,Gradual,FOVIO,Fixation,45.823999999998655,,N/A,1262.219604,251.741196,AOI 3: Video Feeds,250.0005,N/A
21,Gradual,FOVIO,Fixation,46.08599999999868,,N/A,1280.245361,146.053894,AOI 3: Video Feeds,83.33349999999999,N/A
21,Gradual,FOVIO,Fixation,46.18299999999866,,N/A,1361.846924,77.07800300000002,AOI 3: Video Feeds,100.00019999999999,N/A
21,Gradual,FOVIO,Fixation,46.378999999998655,,N/A,1645.582397,598.4569700000002,AOI 3: Video Feeds,583.3344999999999,N/A
21,Gradual,FOVIO,Fixation,47.015999999998655,,N/A,1849.208374,765.253723,AOI 3: Video Feeds,183.3337,N/A
21,Gradual,FOVIO,Fixation,47.211999999998675,,N/A,1951.55957,770.323914,AOI 3: Video Feeds,200.00039999999998,N/A
21,Gradual,FOVIO,Fixation,47.48899999999868,,N/A,1982.172852,358.630493,AOI 3: Video Feeds,450.00089999999994,N/A
21,Gradual,FOVIO,Fixation,48.011999999998686,,N/A,2233.422607,481.914093,AOI 3: Video Feeds,100.00019999999999,N/A
21,Gradual,FOVIO,Fixation,48.12599999999868,,N/A,2323.475342,538.760925,AOI 3: Video Feeds,316.66729999999995,N/A
21,Gradual,FOVIO,Fixation,48.45299999999868,,N/A,2425.4951170000004,531.7313230000002,AOI 3: Video Feeds,116.6669,N/A
21,Gradual,FOVIO,Fixation,48.648999999998686,,N/A,2058.503662,821.245422,AOI 4: Fuel Leak Bars,566.6677999999999,N/A
21,Gradual,FOVIO,Fixation,49.317999999998705,,N/A,1672.161865,721.418091,AOI 3: Video Feeds,150.00029999999998,N/A
21,Gradual,FOVIO,Fixation,49.64399999999871,,N/A,752.470093,706.1417240000002,AOI 1: Map,83.33349999999999,N/A
21,Gradual,FOVIO,Fixation,49.80799999999872,,N/A,1503.501343,1069.8022460000002,AOI 4: Fuel Leak Bars,100.00019999999999,N/A
21,Gradual,FOVIO,Fixation,49.92199999999871,,N/A,1587.297852,1131.680542,AOI 4: Fuel Leak Bars,183.3337,N/A
21,Gradual,FOVIO,Fixation,50.11799999999872,,N/A,1685.417358,1171.875366,Fixation is not in any of the designated AOIs,800.0015999999999,N/A
21,Gradual,FOVIO,Fixation,50.96699999999872,,N/A,1391.274414,980.926208,AOI 4: Fuel Leak Bars,116.6669,N/A
21,Gradual,FOVIO,Fixation,51.09699999999872,,N/A,1298.739136,916.471375,AOI 4: Fuel Leak Bars,266.6672,N/A
21,Gradual,FOVIO,Fixation,51.37499999999872,,N/A,1237.396973,836.992493,AOI 4: Fuel Leak Bars,116.6669,N/A
21,Gradual,FOVIO,Fixation,51.57099999999871,,N/A,1240.164185,582.571594,AOI 3: Video Feeds,83.33349999999999,N/A
21,Gradual,FOVIO,Fixation,51.76699999999871,,N/A,1240.661255,822.03363,AOI 4: Fuel Leak Bars,150.00029999999998,N/A
21,Gradual,FOVIO,Fixation,51.99599999999871,,N/A,823.672302,802.9688110000002,AOI 1: Map,100.00019999999999,N/A
21,Gradual,FOVIO,Fixation,52.10999999999871,,N/A,714.181702,787.080505,AOI 1: Map,183.3337,N/A
21,Gradual,FOVIO,Fixation,52.35399999999871,,N/A,1181.869019,711.082275,AOI 3: Video Feeds,100.00019999999999,N/A
21,Gradual,FOVIO,Fixation,52.468999999998715,,N/A,1284.614502,709.519714,AOI 3: Video Feeds,150.00029999999998,N/A
21,Gradual,FOVIO,Fixation,52.712999999998715,,N/A,1715.59314,425.1997070000001,AOI 3: Video Feeds,166.66699999999997,N/A
21,Gradual,FOVIO,Fixation,52.892999999998715,,N/A,1621.710449,519.602417,AOI 3: Video Feeds,116.6669,N/A
21,Gradual,FOVIO,Fixation,53.2029999999987,,N/A,1555.437622,1336.321655,AOI 5: Chat Message Panel,133.3336,N/A
21,Gradual,FOVIO,Fixation,53.3499999999987,,N/A,1648.241577,1374.952515,AOI 5: Chat Message Panel,150.00029999999998,N/A
21,Gradual,FOVIO,Fixation,53.594999999998706,,N/A,1313.988159,643.178528,AOI 3: Video Feeds,83.33349999999999,N/A
21,Gradual,FOVIO,Fixation,53.6939999999987,,N/A,1310.741699,537.2363889999998,AOI 3: Video Feeds,300.00059999999996,N/A
21,Gradual,FOVIO,Fixation,54.0029999999987,,N/A,1269.815552,633.341003,AOI 3: Video Feeds,100.00019999999999,N/A
21,Gradual,FOVIO,Fixation,54.198999999998705,,N/A,1485.810425,536.1431269999998,AOI 3: Video Feeds,116.6669,N/A
21,Gradual,FOVIO,Fixation,54.329999999998705,,N/A,1563.328979,469.980499,AOI 3: Video Feeds,333.33399999999995,N/A
21,Gradual,FOVIO,Fixation,54.67199999999868,,N/A,1594.517578,371.379211,AOI 3: Video Feeds,83.33349999999999,N/A
21,Gradual,FOVIO,Fixation,54.80299999999868,,N/A,1607.1091310000004,186.945007,AOI 3: Video Feeds,116.6669,N/A
21,Gradual,FOVIO,Fixation,54.93399999999868,,N/A,1618.63501,86.1605,AOI 3: Video Feeds,100.00019999999999,N/A
21,Gradual,FOVIO,Fixation,55.09699999999869,,N/A,1868.873413,56.861801,AOI 3: Video Feeds,150.00029999999998,N/A
21,Gradual,FOVIO,Fixation,55.25999999999868,,N/A,1974.278809,58.5975,AOI 3: Video Feeds,250.0005,N/A
21,Gradual,FOVIO,Fixation,55.58699999999868,,N/A,2280.22998,214.416794,AOI 3: Video Feeds,133.3336,N/A
21,Gradual,FOVIO,Fixation,55.73399999999869,,N/A,2355.254395,282.992798,AOI 3: Video Feeds,583.3344999999999,N/A
